num_kids|customer_id|credit_score|country|gender|age|tenure|balance|products_number|credit_card|active_member|estimated_salary|churn
-|15659931|637|Germany|Female|55|1|123378.2|1|1|0|81431.99|1
-|15714586|646|Spain|Female|42|3|99836.47|1|0|1|22909.56|0
-|15634949|593|Germany|Male|74|5|161434.36|2|1|1|65532.17|0
-|15589224|596|Spain|Male|41|5|0.0|2|0|1|141053.85|0
-|15795990|722|Germany|Female|48|10|138311.76|1|1|1|3472.63|1
-|15603216|642|France|Male|25|7|0.0|2|1|0|102083.78|0
-|15631201|472|Spain|Female|28|4|0.0|2|1|0|1801.77|0
-|15686255|738|Germany|Male|35|6|101744.84|1|0|0|85185.44|0
-|15746594|732|Spain|Male|33|8|0.0|1|1|0|119882.7|0
-|15718893|404|Germany|Female|54|4|125456.07|1|1|0|83715.66|1
-|15671609|701|France|Male|44|7|0.0|2|1|0|23425.78|0
-|15652540|683|France|Male|31|2|0.0|2|0|1|77326.78|0
-|15774857|460|France|Female|27|7|0.0|2|1|0|156150.08|1
-|15791836|690|France|Male|29|5|0.0|2|1|0|108577.97|0
-|15651554|618|Germany|Female|54|4|118449.21|1|1|1|133573.29|1
-|15583576|671|France|Male|30|2|0.0|1|0|1|102057.86|0
-|15732740|765|Spain|Female|32|9|178095.55|1|0|0|47247.56|0
-|15723320|651|Germany|Female|25|2|109175.14|2|1|0|114566.47|0
-|15603851|704|France|Male|32|7|127785.17|4|0|0|184464.7|1
-|15777923|544|France|Female|45|6|0.0|2|0|1|151401.33|0
-|15735719|790|France|Female|40|9|0.0|2|1|1|70607.1|0
-|15703482|710|Germany|Male|34|9|134260.36|2|1|0|147074.67|0
-|15605835|743|France|Male|37|8|69143.91|2|0|1|105780.18|0
-|15664881|702|France|Male|34|4|100054.77|1|1|0|109496.45|0
-|15757568|704|France|Female|45|6|0.0|1|1|1|137739.45|0
-|15792660|614|France|Male|38|2|116248.88|1|1|0|105140.92|0
-|15599722|609|Spain|Female|43|6|86053.52|2|1|1|113276.46|1
-|15726354|688|France|Female|32|6|123157.95|1|1|0|172531.23|0
-|15610355|713|France|Male|44|1|63438.91|1|1|0|64375.4|0
-|15704284|736|Germany|Male|57|9|95295.39|1|1|0|28434.44|1
-|15621893|727|France|Male|18|4|133550.67|1|1|1|46941.41|0
-|15588219|850|France|Female|38|1|106871.81|2|1|0|29333.01|0
-|15688619|718|Spain|Male|45|3|105266.32|2|1|1|193724.51|0
-|15765518|643|France|Female|51|2|105229.53|1|1|0|34967.75|1
-|15616931|653|France|Male|41|8|102768.42|1|1|0|55663.85|0
-|15758372|674|France|Male|18|7|0.0|2|1|1|55753.12|1
-|15782591|690|France|Male|35|6|112689.95|1|1|0|176962.31|0
-|15612109|819|France|Male|38|9|122334.26|2|1|1|181507.44|0
-|15613712|634|Spain|Male|34|1|0.0|2|1|0|61995.57|0
-|15639322|633|Spain|Male|33|4|137847.41|2|1|0|98349.13|0
-|15594349|850|France|Male|49|5|122486.47|1|0|1|59748.19|0
-|15574167|665|France|Male|33|2|101286.11|1|1|1|159840.51|0
-|15811842|630|Spain|Male|26|7|0.0|2|1|1|6656.64|0
-|15648794|836|Spain|Male|57|4|101247.06|1|1|0|37141.62|1
-|15771211|668|France|Male|38|10|86977.96|1|0|1|37094.75|0
-|15588614|753|France|Male|57|7|0.0|1|1|0|159475.08|1
-|15630698|745|France|Female|55|9|110123.59|1|0|1|51548.14|1
-|15694200|693|France|Male|36|8|178111.82|1|0|0|58719.63|1
-|15721426|606|Germany|Male|65|10|126306.64|3|0|0|7861.68|1
-|15725997|660|France|Female|35|6|100768.77|1|1|0|19199.61|0
-|15762138|608|France|Male|42|5|0.0|2|1|0|178504.29|0
-|15750649|744|France|Female|44|3|0.0|2|1|1|189016.14|0
-|15685706|731|France|Female|40|7|118991.79|1|1|1|156048.64|0
-|15641835|683|France|Male|72|3|140997.26|1|0|1|52876.41|0
-|15586821|727|France|Male|28|5|0.0|2|0|1|19653.08|0
-|15569678|561|Germany|Male|32|6|166824.59|1|1|0|139451.98|0
-|15793842|700|France|Female|34|2|76322.69|1|1|0|128136.29|0
-|15667554|605|France|Male|35|6|0.0|2|1|1|45206.57|0
-|15794479|767|Spain|Male|77|8|149083.7|1|1|1|190146.83|0
-|15585041|511|France|Male|33|7|0.0|2|0|1|158313.87|0
-|15780650|667|France|Male|40|9|0.0|1|1|1|96670.2|0
-|15780846|787|France|Male|33|1|126588.81|2|0|1|62163.53|0
-|15805260|705|Germany|Female|56|2|143249.67|1|1|0|88428.41|1
-|15621629|773|Germany|Male|43|8|81844.91|2|1|1|35908.46|0
-|15662151|554|France|Male|40|4|0.0|1|0|1|168780.04|0
-|15747174|526|Germany|Male|58|9|190298.89|2|1|1|191263.76|0
-|15651585|661|Germany|Male|35|2|117212.18|1|1|1|83052.03|0
-|15649738|698|France|Female|46|0|0.0|2|1|1|125962.02|0
-|15633108|646|France|Male|26|4|139848.17|1|1|0|164696.27|0
-|15769254|757|Germany|Female|34|9|101861.36|2|0|0|187011.96|0
-|15704746|699|Spain|Male|35|2|167455.66|2|1|1|55324.49|0
-|15637644|667|France|Female|24|4|0.0|2|0|1|34335.55|0
-|15609562|774|Spain|Female|43|1|116360.07|1|1|0|17004.14|0
-|15787459|745|Spain|Male|40|3|88466.82|1|0|0|116331.42|0
-|15762902|649|France|Female|42|7|0.0|2|0|1|22974.01|0
-|15738605|634|Germany|Female|46|5|123642.36|1|1|1|49725.16|1
-|15724889|665|Spain|Male|38|9|0.0|1|0|1|87412.74|0
-|15730735|713|France|Male|38|9|72286.84|2|1|1|26136.89|0
-|15689147|652|France|Female|40|1|0.0|2|1|0|126554.96|0
-|15730397|739|Spain|Male|40|1|109681.61|1|1|1|193321.3|0
-|15762169|556|Germany|Male|37|9|145018.64|2|1|0|90928.02|1
-|15589320|699|Spain|Male|34|8|0.0|1|1|1|76510.46|0
-|15799211|708|Spain|Female|32|8|187487.63|1|1|1|120115.5|0
-|15798310|480|France|Male|35|2|165692.91|1|1|1|197984.58|0
-|15609998|700|Germany|Female|59|5|137648.41|1|1|0|142977.05|1
-|15583548|525|Spain|Female|47|6|118560.0|1|1|0|82522.61|1
-|15761763|845|France|Male|33|8|164385.53|1|1|0|150664.97|0
-|15764409|613|France|Male|37|9|108286.5|1|1|1|114153.44|0
-|15710161|850|France|Female|34|2|0.0|2|1|1|171706.66|0
-|15735246|798|Spain|Female|58|9|0.0|2|0|0|119071.56|1
-|15791700|773|Germany|Male|47|2|118079.47|4|1|1|143007.49|1
-|15670753|614|Spain|Male|35|2|127283.78|1|1|1|31302.35|0
-|15573876|473|Spain|Male|48|8|0.0|2|1|0|71139.8|0
-|15770174|762|France|Male|29|6|141389.06|1|1|0|54122.89|0
-|15641114|701|France|Male|37|8|130091.5|1|1|1|120031.29|0
-|15682435|600|France|Male|35|4|143744.77|2|1|0|104076.51|0
-|15751788|850|Spain|Male|28|9|97408.03|1|1|1|175853.64|0
-|15672598|613|Spain|Male|30|9|111927.45|1|1|1|175795.87|0
-|15762803|509|France|Male|31|3|0.0|2|1|0|15360.91|0
-|15812982|509|Spain|Male|38|2|0.0|1|0|0|168460.12|0
-|15597901|609|France|Male|34|1|0.0|1|1|1|181177.9|0
-|15731507|456|France|Female|33|1|188285.68|1|0|0|58363.94|0
-|15809826|728|France|Female|46|2|109705.52|1|1|0|20276.87|1
-|15764237|663|Spain|Male|33|9|0.0|2|0|0|91514.62|0
-|15769917|673|Germany|Female|34|1|127122.79|3|0|1|76703.1|0
-|15641850|717|France|Male|40|0|98241.04|1|1|0|110887.14|0
-|15770974|741|Germany|Female|37|8|170840.08|2|0|0|109843.16|0
-|15803749|498|Germany|Female|41|4|87541.06|2|1|1|12577.21|1
-|15684999|850|France|Female|26|4|62610.96|2|0|1|179365.1|0
-|15770225|493|France|Male|36|9|0.0|2|1|1|65816.53|0
-|15627484|686|France|Female|47|5|113328.93|1|1|0|124170.9|0
-|15610337|666|Spain|Male|35|2|104832.49|1|1|0|175015.12|0
-|15752488|733|Spain|Female|31|9|102289.85|1|1|1|115441.66|0
-|15610056|631|Germany|Female|34|6|125227.82|2|0|1|128247.03|0
-|15806049|714|Germany|Female|49|5|140510.89|1|1|0|141914.94|0
-|15736069|767|Germany|Female|35|6|132253.22|1|1|0|115566.57|1
-|15763662|711|Germany|Male|43|2|39043.29|2|1|1|175423.69|0
-|15615575|722|France|Male|34|8|0.0|2|1|1|133447.49|0
-|15691723|631|Spain|Male|55|9|99685.06|1|1|0|114474.98|0
-|15774098|701|Germany|Male|38|3|125385.49|2|0|1|52044.66|0
-|15750808|790|Spain|Male|46|2|131365.37|2|1|1|180290.68|0
-|15744368|633|Spain|Male|58|6|98308.51|1|1|1|132034.13|0
-|15610594|644|France|Female|37|8|0.0|2|1|0|20968.88|0
-|15756125|757|Spain|Male|44|5|140856.16|2|1|0|158735.1|0
-|15623277|696|France|Female|30|8|0.0|2|1|1|196134.44|0
-|15795954|746|France|Male|35|2|172274.01|1|1|0|22374.97|0
-|15671969|649|Spain|Male|36|8|0.0|2|1|0|161668.15|0
-|15791268|565|Spain|Male|38|0|122447.76|1|0|0|67339.34|0
-|15713655|720|France|Female|38|10|0.0|2|1|1|56229.72|1
-|15633930|648|Spain|Female|56|6|157559.59|2|1|0|140991.23|1
-|15712849|632|Germany|Male|41|3|126550.7|1|0|0|177644.52|1
-|15639077|622|France|Female|30|2|158584.82|3|1|0|142342.55|1
-|15808784|835|France|Male|28|2|163569.61|2|1|1|154559.28|0
-|15648577|493|France|Female|31|3|0.0|1|1|1|176570.28|1
-|15670345|785|Germany|Female|33|6|127211.45|1|0|0|191961.83|0
-|15633112|681|Germany|Male|42|3|118199.97|2|1|0|9452.88|1
-|15714397|621|Germany|Female|30|2|101014.08|2|1|1|165257.31|0
-|15780038|756|Spain|Male|38|6|119208.85|1|1|0|169763.89|1
-|15756305|515|France|Female|66|6|0.0|2|1|1|160663.11|0
-|15578799|625|France|Female|58|10|53772.73|1|1|1|192072.1|1
-|15800326|717|Spain|Female|39|6|0.0|2|1|0|93275.61|0
-|15785485|595|Germany|Female|41|2|138878.81|1|0|1|112269.67|0
-|15783958|539|Spain|Female|37|1|130922.81|2|0|0|2186.83|0
-|15727546|762|France|Male|35|9|0.0|2|1|1|43075.7|0
-|15739576|706|Spain|Male|20|8|0.0|2|1|1|12368.11|0
-|15631333|677|Spain|Female|25|8|130866.19|1|1|0|42410.21|0
-|15604782|733|Germany|Female|33|7|187257.94|1|0|1|190430.81|0
-|15589643|684|Spain|Female|41|7|0.0|1|1|1|138394.37|0
-|15585533|679|France|Male|36|6|147733.64|1|0|1|172501.38|0
-|15681506|478|Spain|Male|43|1|0.0|2|1|1|197916.43|0
-|15630551|696|France|Male|33|2|163139.27|1|1|1|7035.36|0
-|15698349|686|Spain|Female|35|4|0.0|2|1|1|159676.55|0
-|15776631|466|France|Female|36|5|119540.15|1|0|1|80603.99|0
-|15762216|686|France|Female|41|4|129553.76|2|1|0|187599.8|0
-|15623927|576|France|Male|55|9|0.0|2|1|1|94450.97|0
-|15681402|763|Germany|Female|61|1|66101.89|1|1|1|143981.27|0
-|15586264|572|France|Male|43|2|140431.98|1|1|0|26450.57|1
-|15594685|757|France|Female|49|2|0.0|2|0|0|164482.92|0
-|15812945|582|France|Female|29|0|0.0|1|1|1|84012.81|0
-|15734628|623|France|Female|35|5|0.0|2|1|0|101192.08|0
-|15629323|617|Germany|Female|37|4|116471.43|2|1|0|175324.74|1
-|15666823|425|France|Male|39|4|0.0|2|1|0|197226.32|0
-|15777553|659|France|Female|56|9|123785.24|1|1|0|99504.03|1
-|15613097|605|France|Female|33|4|0.0|2|0|1|83700.66|0
-|15622217|538|France|Female|38|8|88758.95|2|0|0|28226.15|1
-|15703588|665|Germany|Male|25|5|153611.83|2|1|0|35321.65|0
-|15570835|491|Germany|Female|57|4|112044.72|1|1|1|41229.73|1
-|15679299|726|Spain|Female|27|7|123826.07|1|0|1|78970.58|0
-|15808044|580|France|Female|65|9|106804.26|3|1|0|107890.69|1
-|15579208|550|France|Female|48|6|0.0|2|1|1|191870.28|0
-|15684951|542|France|Female|59|2|68892.77|2|1|0|7905.06|1
-|15667620|732|France|Female|43|6|0.0|2|1|0|65731.53|0
-|15582960|473|France|Female|33|5|125827.43|1|0|1|145698.73|0
-|15590730|745|Spain|Male|34|9|0.0|2|1|0|50046.25|0
-|15763747|732|France|Male|36|7|0.0|2|1|1|60830.24|0
-|15778320|848|Germany|Female|40|5|148495.64|1|0|0|158853.98|0
-|15642787|572|France|Male|37|1|133043.66|1|0|0|111243.09|0
-|15624633|702|France|Male|45|9|74989.58|1|1|1|171014.69|0
-|15766765|664|Germany|Male|39|7|60263.23|1|1|0|170835.32|0
-|15783615|630|Germany|Male|50|3|129370.91|4|1|1|47775.34|1
-|15640161|618|Germany|Male|44|5|157955.83|2|0|0|139297.71|0
-|15619889|556|France|Male|26|4|0.0|1|1|0|195167.38|0
-|15579166|619|France|Female|30|7|70729.17|1|1|1|160948.87|0
-|15789097|644|France|Male|48|8|0.0|2|0|1|44965.54|1
-|15674880|658|Spain|Male|50|2|0.0|2|1|0|52137.73|0
-|15778157|598|Spain|Male|27|8|90721.52|2|1|0|109296.18|0
-|15779064|677|France|Male|27|2|0.0|2|1|1|20092.89|0
-|15801265|689|Spain|Female|45|0|57784.22|1|1|0|197804.0|1
-|15589204|591|France|Male|33|9|131765.72|1|1|0|118782.06|0
-|15664543|699|France|Male|40|7|0.0|1|0|1|152876.13|1
-|15582714|749|Germany|Male|47|9|110022.74|1|0|1|135655.29|1
-|15797595|709|France|Female|40|9|131569.63|1|1|1|103970.58|0
-|15614034|607|Germany|Male|61|2|164523.5|2|1|1|35786.76|0
-|15763171|650|Germany|Female|25|2|114330.95|1|1|1|25325.07|0
-|15647266|651|Spain|Female|45|10|135923.16|1|1|0|18732.84|0
-|15757577|676|France|Female|61|8|0.0|2|1|1|118522.73|0
-|15736656|723|France|Female|49|4|0.0|2|0|1|89972.25|0
-|15635078|714|Spain|Male|45|0|124693.48|1|0|1|187194.15|0
-|15680141|759|Spain|Female|35|7|147936.42|1|1|1|106785.7|0
-|15576945|582|France|Male|29|0|0.0|1|1|0|142516.35|0
-|15602034|697|France|Female|34|2|126558.92|1|1|0|73334.43|0
-|15732020|610|Germany|Male|57|6|106938.11|2|0|1|186612.47|0
-|15611029|488|Germany|Female|33|4|140002.35|1|1|0|123613.81|0
-|15621210|599|Germany|Male|46|9|123444.72|1|1|1|31368.08|1
-|15569222|781|France|Male|32|6|147107.91|1|1|1|40066.95|0
-|15664639|645|France|Male|19|9|128514.84|1|0|0|175969.19|0
-|15724223|545|France|Female|55|5|0.0|1|0|0|10034.77|1
-|15644621|597|Germany|Female|40|9|106756.01|2|1|0|151167.94|0
-|15756056|561|Spain|Female|28|3|0.0|2|1|0|191387.76|0
-|15700353|662|France|Female|37|6|0.0|2|1|0|51229.17|0
-|15624388|649|Germany|Female|50|5|155393.32|1|1|1|87351.42|1
-|15627212|630|France|Female|36|2|110414.48|1|1|1|48984.95|0
-|15648005|672|Spain|Male|33|2|0.0|2|1|1|182738.0|0
-|15681446|636|Germany|Female|37|9|157098.52|1|1|1|153535.27|0
-|15775888|593|Germany|Female|38|5|85626.6|1|1|1|125079.65|0
-|15749019|545|Germany|Male|45|6|93796.42|2|1|1|162321.26|0
-|15709928|567|Spain|Female|41|1|0.0|2|1|0|3414.72|0
-|15784676|583|France|Male|51|6|125268.03|2|1|0|165082.25|0
-|15748116|681|France|Female|29|2|148143.84|1|1|1|52021.39|0
-|15612193|762|Spain|Male|29|10|115545.33|2|1|0|148256.43|0
-|15762984|648|Spain|Male|35|7|0.0|2|0|0|122899.01|0
-|15613713|644|France|Male|30|5|44928.88|1|1|1|10771.46|0
-|15664204|706|Spain|Male|29|2|0.0|2|1|1|18255.51|0
-|15639415|850|France|Male|35|3|162442.35|1|1|0|183566.78|0
-|15806332|484|Spain|Female|39|5|0.0|2|1|1|175224.12|0
-|15614929|508|Germany|Male|28|0|96213.82|2|1|0|147913.56|0
-|15695492|439|France|Female|29|6|156569.43|1|1|0|180598.66|0
-|15635972|484|Spain|Male|36|8|0.0|2|1|0|186136.48|0
-|15616380|803|Spain|Female|37|1|0.0|2|0|0|7455.2|0
-|15581440|724|Germany|Female|48|6|110463.25|2|1|1|80552.11|1
-|15654390|640|France|Male|33|7|154575.76|1|1|0|25722.28|1
-|15660688|701|Spain|Female|35|9|0.0|2|0|0|170996.86|0
-|15806307|537|France|Male|37|3|0.0|2|1|1|20603.32|0
-|15647975|651|Germany|Male|26|5|147037.32|1|0|0|141763.26|0
-|15595728|523|Germany|Male|41|0|119276.31|1|0|0|122284.38|1
-|15735388|717|France|Female|25|7|108664.85|2|1|0|190011.85|0
-|15788535|593|Spain|Male|44|5|0.0|1|1|0|128046.98|0
-|15765902|706|Germany|Male|38|5|163034.82|2|1|1|135662.17|0
-|15642345|714|Germany|Female|49|4|93059.34|1|1|0|7571.51|1
-|15641250|794|Spain|Male|38|9|179581.31|1|1|0|23596.24|0
-|15706163|518|Germany|Male|46|4|113625.93|1|0|0|92727.42|1
-|15746708|589|Germany|Male|55|7|119961.48|1|1|0|65156.83|1
-|15775203|824|France|Male|45|3|129209.48|1|0|0|60151.77|0
-|15787907|719|Germany|Female|42|5|137227.04|3|1|0|149097.38|1
-|15646764|617|Germany|Female|58|3|119024.75|2|1|0|35199.24|1
-|15678284|651|France|Male|35|7|74623.5|3|1|0|129451.29|1
-|15726791|637|Spain|Female|45|2|157929.45|1||1|145134.49|1
-|15813144|554|France|Female|26|7|92606.86|2|1|0|192709.69|0
-|15669342|731|Germany|Male|35|2|127862.93|2|1|0|139083.7|0
-|15710366|569|Spain|Female|42|1|0.0|1|1|1|83629.6|1
-|15614934|625|Germany|Female|37|4|142711.81|1|1|0|35625.41|0
-|15588701|592|France|Female|38|4|0.0|2|1|0|35338.96|0
-|15665438|669|France|Male|43|1|163159.85|1|0|1|15602.8|0
-|15644896|663|Germany|Male|32|3|108586.86|1|1|1|182355.21|0
-|15670205|518|Germany|Female|41|5|110624.99|1|1|0|89327.67|0
-|15635776|686|Germany|Female|43|5|154846.24|2|1|1|151903.6|0
-|15791053|709|Germany|Male|45|4|122917.71|1|1|1|11.58|1
-|15644005|571|France|Female|33|9|0.0|2|0|1|77519.62|0
-|15796343|707|France|Female|31|2|82787.93|2|0|0|91423.69|0
-|15751057|701|Germany|Male|32|5|102500.34|1|0|0|106287.77|0
-|15623430|672|France|Male|34|9|0.0|2|1|0|161800.77|0
-|15682600|620|Germany|Male|39|9|159492.79|1|1|0|80582.34|1
-|15769312|557|Spain|Male|48|10|0.0|2|1|1|185094.48|0
-|15708212|648|Spain|Female|54|7|118241.02|1|1|0|172586.89|1
-|15650258|479|France|Female|35|2|113090.4|1|1|0|195649.79|0
-|15604345|730|France|Female|22|9|65763.57|1|1|1|145792.01|0
-|15578297|737|Germany|Female|43|1|125537.38|1|1|0|138510.01|1
-|15671789|616|France|Male|31|3|94263.91|2|1|0|168895.06|0
-|15726186|639|Spain|Male|29|4|133434.57|2|1|0|97983.44|0
-|15764618|815|Spain|Female|39|6|0.0|1|1|1|85167.88|0
-|15730738|786|Spain|Male|31|9|0.0|2|1|1|18210.36|0
-|15637650|549|France|Male|50|9|94748.76|2|0|1|13608.18|0
-|15606267|622|France|Female|38|4|98640.74|1|1|1|110457.99|0
-|15625904|624|France|Male|26|9|74681.9|2|0|0|31231.35|0
-|15654463|841|France|Male|34|4|0.0|2|1|0|141582.66|0
-|15774151|614|Spain|Female|41|7|179915.85|1|0|0|14666.35|1
-|15693259|676|France|Male|30|1|128207.23|1|1|1|55400.17|0
-|15642468|697|France|Male|42|9|132739.26|2|0|0|174667.65|0
-|15758531|732|France|Female|40|10|0.0|2|1|0|154189.08|0
-|15728352|623|France|Male|27|4|120509.81|1|0|0|142170.44|0
-|15637240|541|France|Male|46|4|124547.13|2|1|0|94499.06|0
-|15595588|773|Spain|Female|39|4|0.0|2|0|1|182081.45|0
